Buyer ID,Source Buyer ID,Record Type,Phone Number,return_rate,refund_frequency,high_value_return_ratio,version_diversity,category_diversity,avg_transaction_value
3111311,3111311,primary,(707)609-4195x72416,-1.0,50.0,1.0,1,1,0.0
3111372,3111372,primary,(536)698-1053x405,0.0,0.0,0.0,1,1,59.33
3111972,3111972,primary,649.723.0810x7993,0.0,0.0,0.0,1,1,74.17
3112453,3112453,primary,(551)839-0726x7453,0.0,0.0,0.0,1,1,99.17
3113265,3113265,primary,(459)999-1780,0.0,0.0,0.0,1,1,79.17
3113339,3113339,primary,852-527-3722,0.0,0.0,0.0,1,1,24.17
3114461,3114461,primary,001-386-917-1681x38358,-1.0,50.0,1.0,2,2,0.0
3114847,3114847,primary,610.452.4503x57835,0.0,0.0,0.0,2,2,65.83500000000001
3115937,3115937,primary,613-657-9614,0.0,0.0,0.0,3,2,71.39
3116044,3116044,primary,6055799798,0.0,0.0,0.0,2,2,66.25
3116264,3116264,primary,952-627-9110,0.0,0.0,0.0,1,1,58.33
3117061,3117061,primary,(755)406-5302x00686,-1.0,50.0,1.0,1,3,0.0
3117264,3117264,primary,620.942.0422,0.0,0.0,0.0,1,1,89.0
3117338,3117338,primary,5428848501,0.0,0.0,0.0,2,1,76.52666666666666
3117598,3117598,primary,924.750.8932x0085,-0.25,20.0,0.2235142118863049,2,3,50.082
3117615,3117615,primary,(819)632-6944,0.0,0.0,0.0,1,1,58.33
3117851,3117851,primary,910.829.1209,-0.2,16.666666666666664,0.17694882831181252,5,3,47.805
3118685,3118685,primary,+1-458-935-7178x6208,0.0,0.0,0.0,2,3,84.16666666666667
3118988,3118988,primary,001-697-293-4832,-0.25,20.0,0.25815217391304346,3,2,45.501999999999995
3119293,3119293,primary,942.768.9017x5017,0.0,0.0,0.0,2,2,76.66499999999999
3119309,3119309,primary,875-803-1681x573,0.0,0.0,0.0,3,3,50.18
3119815,3119815,primary,309-968-0120x0390,0.0,0.0,0.0,2,1,67.08500000000001
3120076,3120076,primary,001-704-276-5954x4088,0.0,0.0,0.0,1,1,99.16
3120100,3120100,primary,272.619.3041,0.0,0.0,0.0,1,1,36.67
3120299,3120299,primary,+1-929-560-4620,0.0,0.0,0.0,3,4,71.75666666666667
3120817,3120817,primary,+1-643-522-1563,0.0,0.0,0.0,1,1,57.5
3121448,3121448,primary,+1-976-682-5238x154,0.0,0.0,0.0,2,1,69.0
3121607,3121607,primary,529.595.5755,0.0,0.0,0.0,2,2,62.54
3121911,3121911,primary,(506)454-1390x744,0.0,0.0,0.0,3,2,77.11
3122711,3122711,primary,001-479-520-2221,0.0,0.0,0.0,1,1,79.17
3122836,3122836,primary,+1-270-232-2888x97026,0.0,0.0,0.0,1,1,71.25
3123240,3123240,primary,+1-952-906-1084x1069,-0.5,33.33333333333333,0.38596491228070173,2,2,19.44333333333333
3123662,3123662,primary,+1-475-332-3863x77364,0.0,0.0,0.0,2,1,67.08500000000001
3124231,3124231,primary,385.972.2804x369,0.0,0.0,0.0,2,2,55.83
3125087,3125087,primary,001-242-338-0869x1918,0.0,0.0,0.0,1,1,36.67
3125115,3125115,primary,245.452.7537x0041,0.0,0.0,0.0,2,1,71.97749999999999
3125126,3125126,primary,001-933-962-8641x1692,0.0,0.0,0.0,2,2,70.89
3125312,3125312,primary,+1-803-789-3136x4903,0.0,0.0,0.0,1,1,74.17
3126012,3126012,primary,216.388.9729x319,0.0,0.0,0.0,1,1,79.16499999999999
3126268,3126268,primary,6186554057,0.0,0.0,0.0,3,4,80.334
3126278,3126278,primary,970.438.1717x47490,-1.0,50.0,1.0,1,1,0.0
3126994,3126994,primary,428.553.3736,0.0,0.0,0.0,1,1,40.83
3129318,3129318,primary,8575620726,0.0,100.0,0.0,1,1,-82.5
3129701,3129701,primary,485-785-2186,0.0,0.0,0.0,1,1,74.17
3130054,3130054,primary,695.463.9487,0.0,0.0,0.0,1,1,55.0
3130077,3130077,primary,(443)849-0934,0.0,0.0,0.0,2,1,63.75
3130912,3130912,primary,001-792-663-4448x30410,-0.5555555555555556,35.714285714285715,0.6456796628029505,7,4,16.01142857142857
3131217,3131217,primary,789-860-1937x72867,0.0,0.0,0.0,1,1,36.67
3131584,3131584,primary,(280)873-4571x0717,0.0,0.0,0.0,1,2,60.333333333333336
3131655,3131655,primary,(850)626-4722x314,0.0,0.0,0.0,1,2,72.5
3131680,3131680,primary,(802)807-6579,-1.0,50.0,1.0,1,1,0.0
3131689,3131689,primary,001-575-881-3434x47762,0.0,0.0,0.0,3,3,45.0
3131744,3131744,primary,001-796-963-7861x204,-0.2,16.666666666666664,0.19100446159411555,4,4,46.59
3132530,3132530,primary,367.340.4950x6925,-0.6666666666666666,40.0,0.5910780669144983,2,2,11.0
3132533,3132533,primary,355-565-2927,0.0,0.0,0.0,1,1,55.0
3132614,3132614,primary,(524)780-4677x9338,0.0,0.0,0.0,2,3,86.94666666666667
3132659,3132659,primary,001-702-278-6263x1413,-0.5,33.33333333333333,0.5,2,2,24.026666666666667
3132729,3132729,primary,297.385.1412,-0.3333333333333333,25.0,0.44074074074074077,2,2,31.4575
3133132,3133132,primary,790-467-7368,-0.3333333333333333,25.0,0.41013824884792627,3,3,26.6675
3133444,3133444,primary,+1-537-647-6115x58497,0.0,0.0,0.0,1,2,67.29
3133991,3133991,primary,4086110521,0.0,0.0,0.0,1,1,63.33
3134102,3134102,primary,8768678619,-0.3333333333333333,25.0,0.28571428571428575,2,2,37.085
3134222,3134222,primary,953-838-3733x1074,0.0,0.0,0.0,1,1,71.25
3134271,3134271,primary,5315077735,0.0,0.0,0.0,1,1,59.33
3135205,3135205,primary,001-764-914-4127,0.0,0.0,0.0,2,2,81.39
3135536,3135536,primary,001-588-702-7209,0.0,0.0,0.0,3,3,63.776666666666664
3136961,3136961,primary,(751)620-9875,0.0,0.0,0.0,1,1,46.5
3137988,3137988,primary,001-267-900-4758x7012,0.0,0.0,0.0,1,1,59.33
3138076,3138076,primary,3342116386,0.0,0.0,0.0,1,2,76.66499999999999
3138776,3138776,primary,408-930-1535,0.0,0.0,0.0,2,1,61.19333333333333
3138933,3138933,primary,+1-500-656-0886,0.0,0.0,0.0,2,2,57.5
3139559,3139559,primary,696-928-4194,0.0,0.0,0.0,2,2,36.666666666666664
3139597,3139597,primary,769-905-7923x2183,0.0,0.0,0.0,1,2,61.335
3140085,3140085,primary,(785)338-9335x62419,0.0,0.0,0.0,3,3,46.11333333333334
3140251,3140251,primary,786.831.8927x869,0.0,0.0,0.0,1,1,74.17
3140327,3140327,primary,779.867.3799x56880,-0.16666666666666666,14.285714285714285,0.18226500102396065,3,3,47.535714285714285
3140571,3140571,primary,(352)216-3487x86480,-0.2857142857142857,28.57142857142857,0.0,3,1,56.54571428571428
3140934,3140934,primary,511-784-2641x02205,0.0,0.0,0.0,1,1,66.0
3141005,3141005,primary,001-457-888-0835,0.0,0.0,0.0,1,1,53.33
3141535,3141535,primary,(973)282-7606,0.0,0.0,0.0,2,2,81.58500000000001
3141540,3141540,primary,(225)709-1792x6119,-0.5,33.33333333333333,0.6691729323308271,2,1,12.223333333333334
3141609,3141609,primary,(706)699-3232x36736,0.0,0.0,0.0,1,1,53.33
3142088,3142088,primary,001-401-497-3111x2027,-0.2777777777777778,21.73913043478261,0.3226410384423365,7,7,39.32608695652174
3144078,3144078,primary,563-417-4199,-0.9285714285714286,48.148148148148145,0.9486803519061584,8,4,1.0803703703703704
3145069,3145069,primary,+1-473-534-0958x63546,0.0,0.0,0.0,2,3,65.0
3145402,3145402,primary,(866)524-2996,0.0,0.0,0.0,2,2,81.39
3145524,3145524,primary,001-307-442-6633,-1.0,50.0,1.0,1,1,0.0
3145575,3145575,primary,(280)502-3706,-1.0,50.0,1.0,1,1,0.0
3145586,3145586,primary,541-573-3612,0.0,0.0,0.0,1,1,24.17
3145672,3145672,primary,981.789.4549,0.0,0.0,0.0,2,2,82.5
3145681,3145681,primary,452-738-5897,0.0,0.0,0.0,3,3,69.39500000000001
3146304,3146304,primary,2672132237,0.0,0.0,0.0,1,1,51.67
3146860,3146860,primary,213.346.4439,-1.0,50.0,1.0,1,1,0.0
3147133,3147133,primary,333-495-8332x65090,-1.0,50.0,1.0,1,2,0.0
3148131,3148131,primary,218.848.9364x59030,0.0,0.0,0.0,1,1,79.17
3148258,3148258,primary,799.813.4680x606,0.0,0.0,0.0,1,2,80.83500000000001
3149244,3149244,primary,421-574-7267,0.0,0.0,0.0,2,2,51.946666666666665
3149328,3149328,primary,806-988-7727x5386,0.0,0.0,0.0,2,3,81.39
3149501,3149501,primary,001-307-834-2180x893,0.0,0.0,0.0,1,1,74.17
3149716,3149716,primary,+1-782-837-9953x420,0.0,0.0,0.0,1,1,74.17
3149778,3149778,primary,(280)773-5267x5652,0.0,0.0,0.0,1,1,79.17
3150468,3150468,primary,203.761.0046,-0.3333333333333333,25.0,0.41992136304062905,3,2,23.052500000000002
3150735,3150735,primary,900-419-9500,-0.16666666666666666,14.285714285714285,0.10388247639034628,5,4,40.66571428571428
3150887,3150887,primary,(546)727-1675x2059,0.0,0.0,0.0,5,3,69.16571428571429
3151499,3151499,primary,615-472-3974x247,-0.3333333333333333,25.0,0.41901408450704225,1,3,34.375
3153481,3153481,primary,+1-358-691-9959x7465,0.0,0.0,0.0,1,1,79.17
3153677,3153677,primary,(956)631-6032x88894,-0.5,33.33333333333333,0.483695652173913,2,2,23.75
3153733,3153733,primary,472-263-5288,-0.3333333333333333,25.0,0.3414322250639386,2,3,32.1875
3153949,3153949,primary,+1-282-631-4302x52002,0.0,0.0,0.0,1,1,95.0
3153950,3153950,primary,(769)580-8782,0.0,0.0,0.0,2,2,49.58
3154183,3154183,primary,867-309-9785x061,0.0,0.0,0.0,1,1,49.5
3154219,3154219,primary,312.817.8888,0.0,100.0,0.0,1,1,-66.75
3154896,3154896,primary,+1-626-666-9874x2233,0.0,0.0,0.0,2,2,64.66499999999999
3155005,3155005,primary,961-217-9549x5711,0.0,0.0,0.0,1,1,79.17
3155204,3155204,primary,594-341-5361x4518,0.0,0.0,0.0,1,1,63.33
3155333,3155333,primary,321.781.6704,0.0,0.0,0.0,1,1,49.5
3155483,3155483,primary,(810)607-2607x6851,-1.0,50.0,1.0,1,1,0.0
3156281,3156281,primary,001-406-940-0584x4512,-0.125,11.11111111111111,0.15822784810126583,5,3,46.794444444444444
3156340,3156340,primary,(894)828-9811,0.0,0.0,0.0,1,1,74.17
3156508,3156508,primary,001-749-372-4832x59574,0.0,0.0,0.0,1,1,96.75
3157019,3157019,primary,001-333-975-9933x45823,-0.3333333333333333,25.0,0.14205986808726534,2,3,35.230000000000004
3157798,3157798,primary,469-446-7568,0.0,0.0,0.0,1,3,76.66499999999999
3157979,3157979,primary,576-380-7257x9751,0.0,0.0,0.0,1,1,66.75
3158010,3158010,primary,646-636-7621x36062,0.0,0.0,0.0,2,2,72.66499999999999
3158336,3158336,primary,972-772-4557x699,0.0,0.0,0.0,1,1,82.5
3158386,3158386,primary,819-548-9333,0.0,0.0,0.0,4,6,66.11166666666666
3158847,3158847,primary,+1-996-901-4471x599,0.0,0.0,0.0,1,1,74.17
3158946,3158946,primary,+1-919-944-5959x61409,0.0,0.0,0.0,2,1,51.67
3158996,3158996,primary,518-441-2640x5352,0.0,0.0,0.0,1,1,74.17
3159152,3159152,primary,(476)397-3057,0.0,0.0,0.0,3,3,48.05666666666667
3159616,3159616,primary,564.653.2616x91749,-0.3333333333333333,25.0,0.3208745247148289,2,3,37.21
3159926,3159926,primary,(222)279-1805x547,0.0,0.0,0.0,1,2,90.83500000000001
3159934,3159934,primary,001-768-887-3029x620,0.0,0.0,0.0,2,3,68.83500000000001
3159942,3159942,primary,+1-333-464-0976x2827,0.0,0.0,0.0,1,1,71.25
3160249,3160249,primary,001-788-626-3109x6872,0.0,0.0,0.0,1,1,53.33
3160969,3160969,primary,4772488168,0.0,0.0,0.0,1,1,71.25
3161384,3161384,primary,632-481-2773x177,0.0,0.0,0.0,1,1,53.33
3162783,3162783,primary,+1-778-394-3788x72427,0.0,0.0,0.0,1,1,51.67
3163955,3163955,primary,806-650-5809x531,0.0,0.0,0.0,1,3,51.94333333333333
3164010,3164010,primary,905.594.8875x340,-0.3333333333333333,25.0,0.37924151696606784,3,1,32.394999999999996
3164229,3164229,primary,(484)456-8893,0.0,0.0,0.0,1,1,86.67
3164498,3164498,primary,517.610.8228x19403,0.0,0.0,0.0,2,3,79.5825
3164773,3164773,primary,001-577-759-3367,0.0,0.0,0.0,2,2,51.25
3165997,3165997,primary,484.554.9086x78138,-1.0,50.0,1.0,1,2,0.0
3166448,3166448,primary,001-511-796-7647x583,0.0,0.0,0.0,1,1,96.75
3166694,3166694,primary,(963)988-2822x7069,0.0,0.0,0.0,1,3,95.28000000000002
3166843,3166843,primary,973.208.4298x507,0.0,0.0,0.0,2,2,77.5
3166928,3166928,primary,+1-223-368-1046x3632,0.0,0.0,0.0,1,3,55.55666666666667
3167631,3167631,primary,(846)912-1491x228,-0.6666666666666666,40.0,0.6666666666666666,2,1,14.834
3167826,3167826,primary,819.741.9492,0.0,0.0,0.0,2,2,70.0
3168056,3168056,primary,+1-311-285-8020x23152,0.0,0.0,0.0,1,1,74.16499999999999
3168090,3168090,primary,001-661-524-9201,0.0,0.0,0.0,1,1,57.5
3168295,3168295,primary,297-330-9806x57273,0.0,0.0,0.0,1,1,74.25
3168504,3168504,primary,(858)245-6324x54053,0.0,0.0,0.0,8,5,59.269999999999996
3168918,3168918,primary,(956)981-5409x8521,0.0,0.0,0.0,1,1,61.67
3169200,3169200,primary,(896)922-9234,0.0,0.0,0.0,1,2,62.332499999999996
3169949,3169949,primary,984-646-1732,0.0,0.0,0.0,1,1,55.0
3170052,3170052,primary,307.666.7400,0.0,0.0,0.0,1,1,62.5
3170113,3170113,primary,366.499.5359x607,0.0,0.0,0.0,3,2,60.88666666666666
3171515,3171515,primary,408-647-6520x562,0.0,0.0,0.0,1,1,63.33
3172766,3172766,primary,001-671-780-3881x43710,0.0,0.0,0.0,1,1,79.17
3173033,3173033,primary,+1-982-760-9600x7507,0.0,0.0,0.0,1,1,51.67
3173611,3173611,primary,001-522-217-8066x77481,0.0,0.0,0.0,1,1,63.33
3174086,3174086,primary,001-316-336-8426x336,0.0,0.0,0.0,1,1,71.25
3174402,3174402,primary,455.996.5727,0.0,0.0,0.0,1,1,82.5
3174495,3174495,primary,+1-518-241-4762,0.0,0.0,0.0,1,1,57.5
3174613,3174613,primary,(867)909-4618,0.0,0.0,0.0,4,5,76.665
3175744,3175744,primary,+1-371-464-1814x60499,0.0,0.0,0.0,5,5,47.92
3176211,3176211,primary,001-936-232-2802,0.0,0.0,0.0,1,1,79.17
3176274,3176274,primary,534-872-0967,0.0,0.0,0.0,1,1,58.33
3176578,3176578,primary,(475)919-6537x6703,0.0,0.0,0.0,1,1,59.335
3176787,3176787,primary,599-214-3839x7505,0.0,0.0,0.0,2,2,55.83
3176831,3176831,primary,+1-333-760-1467,0.0,0.0,0.0,1,1,55.415
3177045,3177045,primary,518-488-8270,0.0,0.0,0.0,1,1,74.16499999999999
3177313,3177313,primary,001-724-789-1360x4374,0.0,0.0,0.0,1,2,65.0
3177713,3177713,primary,766.639.4081x927,-1.0,50.0,1.0,1,1,0.0
3178407,3178407,primary,001-982-277-5947x922,-1.0,50.0,1.0,1,1,0.0
3178613,3178613,primary,992-846-7595,-1.0,50.0,1.0,2,1,0.0
3178700,3178700,primary,937.211.9351,0.0,0.0,0.0,2,2,66.25
3179258,3179258,primary,+1-271-565-0817,-0.3333333333333333,25.0,0.36603965429588203,12,3,31.174500000000002
3180168,3180168,primary,+1-776-513-5242x81694,-0.25,25.0,0.0,3,2,56.2725
3180742,3180742,primary,001-784-555-4272x447,0.0,0.0,0.0,1,1,53.33
3180936,3180936,primary,+1-587-992-0148x292,0.0,0.0,0.0,1,2,51.665
3181036,3181036,primary,+1-225-399-6865x066,0.0,0.0,0.0,2,2,40.835
3181201,3181201,primary,765-258-6511,0.0,0.0,0.0,1,1,79.17
3182331,3182331,primary,855.858.1800,-0.25,20.0,0.25801195002715915,2,2,45.532
3182800,3182800,primary,+1-605-567-7213x6008,0.0,0.0,0.0,1,2,66.25
3183686,3183686,primary,+1-400-563-9937,0.0,0.0,0.0,1,1,53.33
3183893,3183893,primary,(591)209-9787x21916,0.0,0.0,0.0,1,1,99.17
3184393,3184393,primary,001-491-365-1680x047,0.0,0.0,0.0,1,2,61.33
3184500,3184500,primary,435-270-0935x87170,0.0,0.0,0.0,3,2,71.94
3184559,3184559,primary,2552501878,0.0,0.0,0.0,1,2,89.17
3184590,3184590,primary,+1-552-699-4232x5543,0.0,0.0,0.0,1,1,89.0
3184678,3184678,primary,+1-523-521-2430x258,-0.4375,30.434782608695656,0.4544123031856463,11,6,26.99217391304348
3184930,3184930,primary,001-603-961-3227x690,0.0,0.0,0.0,1,1,74.17
3185757,3185757,primary,+1-244-973-0981x1078,0.0,0.0,0.0,1,2,35.0
3185927,3185927,primary,(667)584-5334x33578,0.0,0.0,0.0,1,1,66.0
3187446,3187446,primary,501.918.0336x136,0.0,0.0,0.0,2,3,68.33666666666666
3187619,3187619,primary,001-850-560-5033x511,0.0,0.0,0.0,1,3,65.11
3187722,3187722,primary,001-678-445-7362x5303,0.0,0.0,0.0,1,1,66.0
3188146,3188146,primary,(902)273-2269x92728,-1.0,50.0,1.0,1,1,0.0
3188219,3188219,primary,(329)340-0975,0.0,0.0,0.0,1,1,71.25
3189513,3189513,primary,8297394099,-0.5,33.33333333333333,0.5,2,1,24.723333333333333
3189540,3189540,primary,(278)595-6459x81713,-0.25,20.0,0.18351063829787234,1,3,51.166
3189628,3189628,primary,(592)684-4221,0.0,0.0,0.0,2,1,74.16499999999999
3190297,3190297,primary,001-733-821-3300x0429,0.0,0.0,0.0,2,2,90.83500000000001
3190692,3190692,primary,9304293095,0.0,0.0,0.0,1,1,79.17
3190777,3190777,primary,7207752002,0.0,0.0,0.0,2,2,68.33
3191639,3191639,primary,(993)618-6062x3143,-1.0,50.0,1.0,1,1,0.0
3191929,3191929,primary,537-230-5359x6276,0.0,0.0,0.0,1,1,53.33
3191932,3191932,primary,5979632527,0.0,0.0,0.0,1,1,66.0
3192016,3192016,primary,(974)788-1391x4203,0.0,0.0,0.0,1,1,68.75
3192121,3192121,primary,001-969-641-4314x01398,0.0,0.0,0.0,1,1,74.17
3192173,3192173,primary,(695)433-7189,0.0,100.0,0.0,1,1,-53.33
31923400000000,31923400000000,primary,+1-240-488-8563,-1.0,50.0,1.9615384615384615,2,2,-15.625
3192902,3192902,primary,+1-385-721-2004x16485,0.0,0.0,0.0,1,1,100.0
3192955,3192955,primary,(296)548-7032x187,0.0,0.0,0.0,3,2,70.55666666666667
3192992,3192992,primary,+1-650-288-8842x359,0.0,0.0,0.0,1,2,86.66499999999999
3193023,3193023,primary,(516)798-0681,0.0,0.0,0.0,3,3,64.19500000000001
3193255,3193255,primary,+1-863-362-2446x2655,-0.2,16.666666666666664,0.24963503649635035,5,3,35.695
3193321,3193321,primary,(677)923-5517x274,0.0,0.0,0.0,3,4,68.33333333333333
3193415,3193415,primary,+1-527-705-9944x617,0.0,0.0,0.0,1,1,127.5
3193520,3193520,primary,860.968.4470,-1.0,50.0,1.0,1,1,0.0
3193789,3193789,primary,309-312-6028x7007,0.0,0.0,0.0,2,3,63.333333333333336
3194320,3194320,primary,8642802325,-1.0,50.0,1.0,1,1,0.0
3194388,3194388,primary,6888148489,0.0,0.0,0.0,2,3,67.27666666666666
3194660,3194660,primary,+1-354-511-2422x96069,0.0,0.0,0.0,2,1,46.5
3194943,3194943,primary,+1-821-872-9521,0.0,0.0,0.0,1,1,71.25
3195236,3195236,primary,682.839.6756x765,0.0,0.0,0.0,1,1,67.29
3195608,3195608,primary,378.378.5597,0.0,100.0,0.0,1,2,-66.58500000000001
3196466,3196466,primary,001-989-972-4818x70633,0.0,0.0,0.0,1,2,65.83500000000001
3196747,3196747,primary,372-767-3268x136,0.0,0.0,0.0,1,2,69.0
3196751,3196751,primary,+1-993-664-0762x02820,-0.2,16.666666666666664,0.15930100037989112,8,6,47.4925
3196901,3196901,primary,+1-395-496-2413x2459,0.0,0.0,0.0,1,2,68.61
3197027,3197027,primary,414.714.2158,0.0,0.0,0.0,2,2,70.83500000000001
3197085,3197085,primary,851-443-4382x500,0.0,0.0,0.0,1,1,56.625
3197093,3197093,primary,6514034159,-0.3333333333333333,25.0,0.375,2,3,34.375
3198014,3198014,primary,001-283-849-4283x527,0.0,0.0,0.0,6,5,62.120000000000005
3198284,3198284,primary,4775149764,0.0,0.0,0.0,1,1,56.665
3198358,3198358,primary,(991)970-3242x2341,0.0,0.0,0.0,2,2,68.75
3200334,3200334,primary,001-621-717-0052,0.0,0.0,0.0,1,1,53.33
3200660,3200660,primary,+1-660-290-1271x720,0.0,0.0,0.0,1,1,53.33
3200778,3200778,primary,(370)394-3152,0.0,0.0,0.0,2,2,79.16
3201019,3201019,primary,001-599-871-7862x56156,0.0,0.0,0.0,1,1,58.33
3201091,3201091,primary,+1-886-846-5045,-0.5,33.33333333333333,0.5,1,1,21.113333333333333
3201093,3201093,primary,4623853674,-0.5,33.33333333333333,0.49206349206349204,2,1,21.333333333333332
3201142,3201142,primary,371.413.6354x31331,0.0,0.0,0.0,1,1,79.17
3201808,3201808,primary,+1-970-364-5478x39904,0.0,0.0,0.0,1,1,79.17
3202427,3202427,primary,8303337991,0.0,0.0,0.0,1,1,99.17
3202786,3202786,primary,550.229.7670x64409,0.0,0.0,0.0,1,1,49.5
3203159,3203159,primary,001-257-276-1406x926,0.0,0.0,0.0,1,1,53.33
3203180,3203180,primary,(742)386-3574x088,0.0,0.0,0.0,1,1,71.25
3203787,3203787,primary,444.544.1388x258,-0.5,33.33333333333333,0.5663716814159292,1,2,13.61
3204177,3204177,primary,001-955-226-3733x80617,-1.0,50.0,1.0,1,1,0.0
3204482,3204482,primary,238-910-0631x0595,0.0,0.0,0.0,1,1,74.17
3204622,3204622,primary,(914)504-8687x1690,0.0,0.0,0.0,1,1,58.33
3204768,3204768,primary,382.310.9200,0.0,0.0,0.0,2,3,49.0
3205165,3205165,primary,698-992-1685x098,0.0,0.0,0.0,1,2,57.5
3205915,3205915,primary,+1-239-883-6469x061,0.0,0.0,0.0,2,2,66.75
3206016,3206016,primary,4335822382,0.0,0.0,0.0,2,3,68.89
3206210,3206210,primary,(737)255-7270x592,0.0,0.0,0.0,1,1,99.17
3206632,3206632,primary,+1-818-987-2069x6577,0.0,0.0,0.0,1,1,79.16499999999999
3206658,3206658,primary,001-978-487-1308x4839,0.0,0.0,0.0,5,3,73.92999999999999
3206953,3206953,primary,8067632956,0.0,0.0,0.0,2,2,69.0
3207071,3207071,primary,748.293.6706x197,0.0,0.0,0.0,1,1,74.17
3207495,3207495,primary,2383140438,-0.4,28.57142857142857,0.39682275638359804,8,6,28.777142857142856
3207671,3207671,primary,(731)650-0583x534,-1.0,50.0,1.0,1,1,0.0
3207854,3207854,primary,(655)561-4178,-0.25,20.0,0.2230320699708455,5,3,44.417
3208036,3208036,primary,860.718.3257x981,0.0,0.0,0.0,1,1,66.0
3208470,3208470,primary,001-735-224-6936x042,0.0,0.0,0.0,1,1,58.33
3208496,3208496,primary,601-593-9589x818,0.0,0.0,0.0,1,1,74.17
3208557,3208557,primary,001-724-345-7434x259,-0.5,33.33333333333333,0.5495822738830367,2,2,17.223333333333333
3209070,3209070,primary,(428)369-5293,0.0,0.0,0.0,2,2,55.83
3209607,3209607,primary,2622868521,-0.5,33.33333333333333,0.45598035776920376,3,2,21.541666666666668
3209772,3209772,primary,001-673-659-0132x570,-0.6666666666666666,40.0,0.6423357664233577,2,3,7.35
3209833,3209833,primary,748-722-4302,-0.5,33.33333333333333,0.44025157232704404,2,2,24.723333333333333
3210063,3210063,primary,288.755.7393x97426,0.0,0.0,0.0,2,1,107.5
3210187,3210187,primary,(502)762-5991x435,0.0,0.0,0.0,1,1,57.5
3210522,3210522,primary,+1-956-591-7207x036,-0.4,40.0,0.37801746276322545,1,2,40.366
3210903,3210903,primary,336.330.1527x7374,0.0,0.0,0.0,1,2,81.46000000000001
3210978,3210978,primary,+1-444-387-8905,-0.125,11.11111111111111,0.11917869364677874,6,4,54.81444444444444
3211051,3211051,primary,+1-744-909-0025,-0.25,33.33333333333333,0.425531914893617,2,2,26.25
3211462,3211462,primary,725.673.1302x20373,0.0,0.0,0.0,1,1,63.335
3211565,3211565,primary,9537340164,0.0,0.0,0.0,1,1,74.16
3211691,3211691,primary,+1-706-309-3371x98658,0.0,0.0,0.0,1,1,63.33
3211825,3211825,primary,5214465481,0.0,0.0,0.0,1,1,99.17
3211946,3211946,primary,(306)915-2501,0.0,0.0,0.0,1,1,58.33
3212016,3212016,primary,498.779.5047x0062,0.0,0.0,0.0,1,1,79.17
3212583,3212583,primary,2174759174,0.0,0.0,0.0,2,2,47.955
3212661,3212661,primary,993.260.4470,0.0,0.0,0.0,1,1,61.67
3213244,3213244,primary,(360)357-9652x73983,0.0,0.0,0.0,2,2,59.166666666666664
3213831,3213831,primary,(959)282-2189,-0.5,33.33333333333333,0.4734042553191489,1,2,27.5
3213908,3213908,primary,862-344-4516,0.0,0.0,0.0,1,1,86.67
3214930,3214930,primary,970.734.0849,-2.0,66.66666666666666,1.9052631578947368,2,2,-23.888333333333332
3215387,3215387,primary,515.302.7439,0.0,0.0,0.0,1,1,66.75
3216067,3216067,primary,001-216-854-5948,0.0,0.0,0.0,1,1,79.17
3216375,3216375,primary,(809)252-7958,0.0,0.0,0.0,1,3,68.25
3216536,3216536,primary,425.409.3330x206,0.0,0.0,0.0,1,2,73.9575
3216855,3216855,primary,5536845281,-1.0,50.0,1.0,1,1,0.0
3217463,3217463,primary,001-878-857-5232,0.0,0.0,0.0,5,3,55.565999999999995
3217553,3217553,primary,403-282-1186,0.0,0.0,0.0,1,2,76.66499999999999
3217766,3217766,primary,001-650-425-5130x99962,0.0,100.0,0.0,2,2,-95.0
3217823,3217823,primary,+1-364-797-7070x34562,0.0,0.0,0.0,1,1,99.17
3217929,3217929,primary,(952)774-2169x195,-0.7,41.17647058823529,0.7605927168518907,5,4,8.39529411764706
3217949,3217949,primary,001-241-890-4549,0.0,0.0,0.0,1,1,158.33
3218499,3218499,primary,847-382-9240x98866,0.0,0.0,0.0,1,1,47.085
3219102,3219102,primary,+1-318-270-0749x89006,0.0,0.0,0.0,1,1,57.5
3219108,3219108,primary,(703)415-5677,0.0,0.0,0.0,1,1,59.335
3219170,3219170,primary,763-259-2444,0.0,0.0,0.0,1,1,57.5
3219179,3219179,primary,565.947.8891x559,0.0,0.0,0.0,1,1,63.335
3219258,3219258,primary,451.242.5807x4221,0.0,0.0,0.0,2,3,68.61
3219347,3219347,primary,001-437-336-0014x52323,0.0,0.0,0.0,1,1,74.17
32193900000000,32193900000000,primary,001-542-204-1793x95384,-1.0,50.0,1.0,1,1,0.0
3219396,3219396,primary,218.546.6090x3514,0.0,0.0,0.0,1,1,59.37
3219465,3219465,primary,931.439.3605,-1.0,50.0,1.0,2,1,0.0
3219766,3219766,primary,001-807-731-1567x6238,0.0,0.0,0.0,1,1,66.0
3219905,3219905,primary,+1-226-530-1618,0.0,0.0,0.0,1,1,57.5
3220030,3220030,primary,6382794263,0.0,0.0,0.0,2,6,73.17857142857143
3220100,3220100,primary,001-454-375-5156x9832,0.0,0.0,0.0,1,1,74.16
3220354,3220354,primary,001-281-328-0919x177,0.0,0.0,0.0,1,1,79.17
3221410,3221410,primary,001-882-977-1795,0.0,0.0,0.0,1,2,80.83500000000001
3221425,3221425,primary,358.776.6121x77444,0.0,0.0,0.0,1,1,79.17
