Buyer ID,Source Buyer ID,Record Type,Phone Number,isolation_forest_risk,autoencoder_risk,combined_risk
1451300,1451300,primary,+1-691-507-3228x3608,72.68702565955908,52.52379231417902,62.60540898686905
1451557,1451557,primary,883.806.3963x8452,70.90109625346344,74.82532225033128,72.86320925189736
1452132,1452132,primary,001-944-239-1649,32.29580773400795,37.981869654258524,35.13883869413324
1452831,1452831,primary,369-534-2929,47.958077340079505,49.3133357426816,48.63570654138056
1452983,1452983,primary,(603)330-1623,41.40013251415492,62.548186965425856,51.97415973979039
1453203,1453203,primary,001-903-410-6153,5.2990603541741965,26.40946873870618,15.854264546440188
1453543,1453543,primary,(515)456-6847,2.231658836284785,18.780869774725936,10.506264305505361
1455047,1455047,primary,265.633.7746,89.32508131550415,69.52325021081798,79.42416576316106
1456066,1456066,primary,5678200784,64.94097096735332,71.95819780749308,68.4495843874232
1456113,1456113,primary,342-944-2607,90.01174557282255,99.12510540898687,94.5684254909047
1456280,1456280,primary,(943)473-4764x273,80.75984821105891,82.75508974822311,81.757468979641
1456314,1456314,primary,6377638821,5.2990603541741965,26.40946873870618,15.854264546440188
1456469,1456469,primary,541.448.4601x91344,72.68702565955908,52.52379231417902,62.60540898686905
1456834,1456834,primary,+1-578-402-0586x9507,72.68702565955908,52.52379231417902,62.60540898686905
1457282,1457282,primary,746-344-9369,2.231658836284785,18.780869774725936,10.506264305505361
1457708,1457708,primary,(979)533-5055x7385,33.79412119021804,3.5432478014697026,18.668684495843873
1458073,1458073,primary,(380)311-9236x03768,68.12582821346825,74.43380315624624,71.27981568485725
1458422,1458422,primary,+1-387-623-3351x04096,11.948861582941813,15.737561739549452,13.843211661245633
1458455,1458455,primary,+1-597-231-5391x1498,42.29761474521142,55.469220575834235,48.883417660522824
1458759,1458759,primary,548.620.7365x1189,5.2990603541741965,28.36706420913143,16.833062281652815
1459114,1459114,primary,2656578201,72.68702565955908,52.52379231417902,62.60540898686905
1459778,1459778,primary,422.630.2333,42.83971810625226,45.191844356101676,44.01578123117697
1459915,1459915,primary,407.339.2013x546,76.54951210697506,76.86423322491265,76.70687266594385
1459964,1459964,primary,(876)302-5082,98.44145283700759,98.90374653656187,98.67259968678474
1459987,1459987,primary,423-612-6163,22.178050837248524,33.66913624864474,27.923593542946634
1460015,1460015,primary,001-588-989-9572x989,27.662329839778337,7.78068907360559,17.72150945669196
1460450,1460450,primary,(929)374-5493x03646,58.42669557884592,23.161366100469824,40.79403083965787
1460660,1460660,primary,001-812-403-8187,75.72280448138778,71.67208770027707,73.69744609083243
1460782,1460782,primary,3825832308,2.8761594988555594,28.627574990964945,15.751867244910253
1460997,1460997,primary,+1-781-458-8144,0.796590772196121,16.86543789904831,8.831014335622216
1461029,1461029,primary,(406)973-2318,42.633417660522824,49.41874472955065,46.02608119503674
1461115,1461115,primary,268-215-7245,79.94819901216721,78.61101072159981,79.27960486688352
1461376,1461376,primary,001-900-700-1529x11371,46.04113962173232,64.01638356824479,55.02876159498855
1461636,1461636,primary,6906255618,29.372967112396097,5.699614504276593,17.536290808336346
1461860,1461860,primary,321-482-9987x478,5.2990603541741965,26.40946873870618,15.854264546440188
1462689,1462689,primary,(848)990-5670,78.7646066738947,75.75593302011806,77.26026984700638
1462699,1462699,primary,7093004365,10.849596434164559,19.871099867485846,15.360348150825203
1463341,1463341,primary,(684)582-6691x362,27.662329839778337,7.78068907360559,17.72150945669196
1463442,1463442,primary,550-554-2960x80706,34.92049150704734,2.653294783760993,18.786893145404164
1464972,1464972,primary,(699)287-9509x82210,69.74611492591254,75.75894470545718,72.75252981568485
1465470,1465470,primary,664-481-8804,75.39151909408504,71.50042163594748,73.44597036501625
1466699,1466699,primary,+1-377-838-3638,95.46891940730032,95.03222503312854,95.25057222021442
1467369,1467369,primary,832-612-6942x894,78.49355499337429,78.37609926514878,78.43482712926154
1467449,1467449,primary,(303)662-5863,29.372967112396097,5.699614504276593,17.536290808336346
1467503,1467503,primary,001-841-570-6462x55402,98.25924587399109,93.42247921937116,95.84086254668112
1467676,1467676,primary,001-655-682-4301x7646,46.94464522346705,44.00373448982051,45.474189856643775
1467914,1467914,primary,798.480.3153x88824,37.71232381640766,60.18100228888086,48.94666305264426
1468061,1468061,primary,790.550.4043x333,49.71840742079267,58.425189736176364,54.07179857848452
1468109,1468109,primary,949.351.6321x11978,72.68702565955908,52.52379231417902,62.60540898686905
1469409,1469409,primary,+1-509-433-9137,63.66100469822913,43.63781472111794,53.649409709673535
1469865,1469865,primary,(353)906-0119x8756,14.407902662329839,21.87688230333695,18.142392482833394
1469918,1469918,primary,368.480.0230x09156,22.178050837248524,35.70202385254789,28.940037344898208
1470096,1470096,primary,+1-880-236-5774x491,61.45343934465727,67.52198530297554,64.4877123238164
1470177,1470177,primary,+1-336-659-5201x491,88.03457414769305,90.77821949162751,89.40639681966027
1470699,1470699,primary,284-433-6875,10.849596434164559,19.871099867485846,15.360348150825203
1471248,1471248,primary,001-763-722-3998x21374,18.22220214431996,15.019274786170342,16.620738465245154
1471656,1471656,primary,(511)940-4288x60505,51.740754126008916,41.15919768702566,46.44997590651729
1471813,1471813,primary,(566)708-1126x0030,29.372967112396097,5.699614504276593,17.536290808336346
1471854,1471854,primary,(569)610-6271x5312,68.54445247560534,55.44813877846043,61.996295627032886
1472616,1472616,primary,450-568-8269x17768,51.12185278882062,65.03583905553548,58.07884592217805
1472899,1472899,primary,544.901.3480x87354,39.60667389471148,57.52168413444163,48.56417901457655
1472951,1472951,primary,+1-988-226-0335x91015,22.178050837248524,33.66913624864474,27.923593542946634
14730800000000,14730800000000,primary,+1-908-659-9144x920,91.43175521021564,82.50813155041561,86.96994338031563
1473151,1473151,primary,001-826-699-9699,72.68702565955908,52.52379231417902,62.60540898686905
1473348,1473348,primary,+1-799-871-8428,72.68702565955908,52.52379231417902,62.60540898686905
1473449,1473449,primary,+1-593-425-9140x8499,99.05131911817854,81.92085290928803,90.48608601373328
1473547,1473547,primary,212.834.2669,78.4574147693049,68.12131068545958,73.28936272738224
1473602,1473602,primary,+1-508-672-6176x072,43.9465124683773,62.936694374171786,53.44160342127454
1474149,1474149,primary,+1-438-293-5953,49.13715215034333,46.5817371401036,47.85944464522346
1474225,1474225,primary,805-761-2996x5082,98.12823756173955,98.51523912781592,98.32173834477774
1474236,1474236,primary,+1-726-841-8696,39.95602939404891,61.545295747500305,50.75066257077461
1474399,1474399,primary,+1-713-308-7612x3859,22.178050837248524,33.66913624864474,27.923593542946634
1474680,1474680,primary,234-468-2394x840,24.989459101313095,31.51879291651608,28.25412600891459
1474993,1474993,primary,530.308.6966x1016,79.03716419708469,81.45705336706422,80.24710878207446
1474996,1474996,primary,239-650-0168,65.5387905071678,73.31646789543429,69.42762920130104
1475005,1475005,primary,549-915-0762,57.33947717142514,66.51909408504999,61.929285628237565
1475970,1475970,primary,+1-662-805-3440x7779,22.178050837248524,33.66913624864474,27.923593542946634
1476138,1476138,primary,(707)226-6292,36.0483676665462,40.70443320081918,38.37640043368269
14764800000000,14764800000000,primary,+1-317-676-0299,5.2990603541741965,26.40946873870618,15.854264546440188
1476695,1476695,primary,9685841333,15.663775448741116,13.355318636308876,14.509547042524996
1477863,1477863,primary,925-352-3561,29.372967112396097,5.699614504276593,17.536290808336346
1478020,1478020,primary,803.521.1920x613,45.52312974340441,1.6654619925310203,23.594295867967716
1478064,1478064,primary,652.677.8956x13371,72.68702565955908,50.74238043609204,61.714703047825566
1479624,1479624,primary,390-829-5026x480,34.92049150704734,2.7331044452475606,18.82679797614745
1479670,1479670,primary,440-937-3416x781,32.29580773400795,37.981869654258524,35.13883869413324
1480249,1480249,primary,001-378-522-1021x7982,78.14419949403685,77.56896759426574,77.8565835441513
1480855,1480855,primary,586-529-8579x736,45.52312974340441,1.6654619925310203,23.594295867967716
1481145,1481145,primary,982-285-6053,14.407902662329839,22.480725213829658,18.44431393807975
1481447,1481447,primary,498.266.1770x6736,85.50174677749669,98.82845440308397,92.16510059029034
1481456,1481456,primary,(306)882-1223x552,95.46891940730032,95.03222503312854,95.25057222021442
1481887,1481887,primary,+1-350-458-7146x92182,11.948861582941813,15.737561739549452,13.843211661245633
1482475,1482475,primary,696-279-0898x43699,42.83971810625226,45.474942777978555,44.15733044211541
1483355,1483355,primary,(620)650-9386,80.66196843753765,77.25575231899771,78.95886037826767
14834300000000,14834300000000,primary,+1-924-295-9881x1457,24.989459101313095,31.024876520901095,28.007167811107095
1484011,1484011,primary,001-471-252-3867x673,37.67317190699916,60.116251054089865,48.894711480544515
1484949,1484949,primary,+1-874-461-9177x987,47.144922298518246,50.349355499337435,48.747138898927844
1484964,1484964,primary,+1-296-787-2258x937,87.24400674617516,80.04758462835802,83.6457956872666
1485527,1485527,primary,+1-780-962-3504x05669,72.68702565955908,52.52379231417902,62.60540898686905
1485739,1485739,primary,001-700-612-4825,8.773039392844236,11.454945187326828,10.113992290085532
1485911,1485911,primary,428-567-9632x594,69.44042886399228,62.70630044572943,66.07336465486085
1486199,1486199,primary,+1-428-694-6338x9156,35.652331044452474,40.15630646910011,37.90431875677629
1486240,1486240,primary,452-485-7256,43.9465124683773,63.00746897964101,53.476990724009156
1486480,1486480,primary,(893)735-8951x3818,63.66100469822913,43.74774123599566,53.70437296711239
1486631,1486631,primary,(607)684-6850x957,72.68702565955908,52.52379231417902,62.60540898686905
1487333,1487333,primary,303.949.1891,96.87688230333694,87.74545235513793,92.31116732923743
1487396,1487396,primary,+1-772-503-8593x401,69.10010842067221,71.99132634622335,70.54571738344778
1487504,1487504,primary,(741)554-7155x3132,57.26267919527768,61.92025057222021,59.59146488374894
1487820,1487820,primary,(678)313-6750x09421,2.8761594988555594,28.627574990964945,15.751867244910253
1487858,1487858,primary,9522769819,98.44145283700759,98.90374653656187,98.67259968678474
1487902,1487902,primary,+1-827-404-5238x885,72.68702565955908,52.52379231417902,62.60540898686905
1488316,1488316,primary,(858)966-0598,69.64974099506084,75.85531863630888,72.75252981568485
1489028,1489028,primary,+1-774-642-2758,72.68702565955908,52.52379231417902,62.60540898686905
1489173,1489173,primary,+1-459-665-5942,27.662329839778337,7.78068907360559,17.72150945669196
1489369,1489369,primary,+1-711-565-0200x024,16.567281050475845,12.745452355137935,14.65636670280689
1490156,1490156,primary,001-531-232-1551,76.6699795205397,84.13444163353813,80.40221057703891
1490224,1490224,primary,857-808-3682x14448,5.2990603541741965,28.36706420913143,16.833062281652815
1490244,1490244,primary,001-697-827-3677,55.26743765811348,48.17491868449584,51.72117817130466
1490435,1490435,primary,(302)558-2543,37.33134562100952,59.090772196120945,48.211058908565235
1490761,1490761,primary,(481)223-1239,85.15841464883749,85.05601734730756,85.10721599807252
1491039,1491039,primary,+1-449-510-6018x3647,61.70642091314299,66.22093723647752,63.96367907481026
1491747,1491747,primary,001-487-450-8276x817,5.2990603541741965,26.40946873870618,15.854264546440188
1491851,1491851,primary,(277)754-5847x262,48.99710878207445,42.48132755089748,45.73921816648597
1491939,1491939,primary,(891)287-6831,70.27617154559691,76.18660402361161,73.23138778460427
1492253,1492253,primary,+1-527-917-2173,22.178050837248524,33.66913624864474,27.923593542946634
1493502,1493502,primary,001-539-892-0522x299,77.69244669316949,79.46030598723046,78.57637634019997
1493600,1493600,primary,(416)559-1438,8.773039392844236,11.454945187326828,10.113992290085532
1494139,1494139,primary,(655)639-8358,41.82026261896157,55.03854957234068,48.429406095651125
1495340,1495340,primary,(617)977-3264x30954,36.0483676665462,40.70443320081918,38.37640043368269
1498421,1498421,primary,+1-312-479-9702x927,55.383387543669436,42.4376581134803,48.91052282857487
1499384,1499384,primary,9537978713,29.372967112396097,5.699614504276593,17.536290808336346
1500386,1500386,primary,(498)783-2201,69.6331767256957,75.73786290808336,72.68551981688952
1500832,1500832,primary,(908)732-0048x7978,37.489459101313095,58.8423081556439,48.1658836284785
1501580,1501580,primary,+1-635-585-2386x00304,5.2990603541741965,26.40946873870618,15.854264546440188
1501626,1501626,primary,(219)495-1715x2391,12.552704493434527,14.391338392964704,13.472021443199615
1501798,1501798,primary,+1-292-595-0143x7483,43.67094325984821,49.27267799060354,46.47181062522587
1501832,1501832,primary,3964713971,5.2990603541741965,26.40946873870618,15.854264546440188
1501852,1501852,primary,(302)321-3217x6720,62.810203589928925,56.69798819419347,59.7540958920612
1501999,1501999,primary,216-961-2201,80.13191181785328,87.32682809300084,83.72936995542706
1502222,1502222,primary,(658)573-3930,100.0,99.98494157330443,99.9924707866522
1502226,1502226,primary,(365)338-0274x81242,89.32508131550415,69.52325021081798,79.42416576316106
15022500000000,15022500000000,primary,608-868-2509x5229,2.8761594988555594,28.627574990964945,15.751867244910253
1502283,1502283,primary,(509)735-5610,77.38224310324058,92.98879653053848,85.18551981688952
1502891,1502891,primary,(697)501-3712,24.989459101313095,31.51879291651608,28.25412600891459
1502957,1502957,primary,(258)458-5642x30412,8.773039392844236,11.454945187326828,10.113992290085532
1503349,1503349,primary,406.215.9273x8740,85.36019756655826,86.77568967594266,86.06794362125046
1503527,1503527,primary,316.769.0632x248,29.372967112396097,5.699614504276593,17.536290808336346
1504049,1504049,primary,942-903-4030x10956,62.810203589928925,56.97355740272256,59.89188049632574
1504623,1504623,primary,(464)591-5795x546,92.69666305264425,93.40139742199734,93.0490302373208
1504812,1504812,primary,371-324-7601x080,58.086375135525834,45.91013130948078,51.99825322250331
1504816,1504816,primary,6303683176,0.796590772196121,16.86543789904831,8.831014335622216
1504896,1504896,primary,226.380.8081x5712,79.03716419708469,81.45705336706422,80.24710878207446
1505461,1505461,primary,707-313-8067x13073,57.45542705698109,66.71184194675341,62.08363450186725
1505601,1505601,primary,4453847436,72.68702565955908,52.52379231417902,62.60540898686905
1505802,1505802,primary,001-830-809-6258x857,37.125045175280086,58.95524635586074,48.040145765570415
1506787,1506787,primary,+1-847-403-1805x339,99.10854113962174,99.97590651728707,99.54222382845441
1507225,1507225,primary,446.966.2159x183,5.2990603541741965,26.40946873870618,15.854264546440188
1507322,1507322,primary,7002466614,5.2990603541741965,26.40946873870618,15.854264546440188
1508061,1508061,primary,001-511-307-9771x40049,32.29580773400795,37.981869654258524,35.13883869413324
1508081,1508081,primary,001-294-690-5315x204,22.178050837248524,33.66913624864474,27.923593542946634
1508613,1508613,primary,+1-397-869-8731x3797,27.662329839778337,7.78068907360559,17.72150945669196
1509156,1509156,primary,(998)941-6612x3740,72.68702565955908,52.52379231417902,62.60540898686905
1509298,1509298,primary,001-643-332-5623,69.35007830381882,73.84050114444042,71.59528972412963
1509707,1509707,primary,+1-970-414-2620x370,45.52312974340441,1.6654619925310203,23.594295867967716
1510777,1510777,primary,316-502-0418,27.662329839778337,7.78068907360559,17.72150945669196
1510983,1510983,primary,(299)689-8972x117,51.94705457173835,40.46801590169859,46.20753523671847
1511051,1511051,primary,+1-580-918-6448x22175,90.01174557282255,99.12510540898687,94.5684254909047
1511416,1511416,primary,957.308.2004x80675,84.16455848692928,92.21178171304662,88.18817009998796
1511442,1511442,primary,(336)491-4961,32.29580773400795,37.981869654258524,35.13883869413324
1511949,1511949,primary,279.642.9688x27697,5.2990603541741965,26.40946873870618,15.854264546440188
1512395,1512395,primary,3957314196,19.21906999156728,9.65245151186604,14.43576075171666
1512970,1512970,primary,(307)983-2748x83565,69.18895313817612,75.33128538730274,72.26011926273944
1512982,1512982,primary,001-862-840-9649,72.68702565955908,52.52379231417902,62.60540898686905
1513574,1513574,primary,+1-634-496-0478,19.21906999156728,9.65245151186604,14.43576075171666
1514193,1514193,primary,470-728-5162,78.3610408384532,78.61402240693891,78.48753162269605
1514786,1514786,primary,001-536-648-8208,15.663775448741116,13.355318636308876,14.509547042524996
1516783,1516783,primary,+1-668-883-9062,32.29580773400795,37.981869654258524,35.13883869413324
1516842,1516842,primary,328.579.9160x9114,40.37615949885556,50.58426695578846,45.48021322732201
1516988,1516988,primary,593-559-2361,89.67594265751114,99.31935911335984,94.49765088543549
1517116,1517116,primary,760.252.3045x8816,51.64287435248765,65.17738826647393,58.41013130948079
1517199,1517199,primary,(354)847-2419,8.773039392844236,12.408143597156968,10.590591495000602
1517340,1517340,primary,403-644-0966x17718,79.5446331767257,83.92362365980003,81.73412841826286
1517814,1517814,primary,+1-389-680-8806x782,59.0711962414167,0.2846042645464402,29.67790025298157
1517970,1517970,primary,474-868-1359,99.58739910854113,93.84110348150824,96.7142512950247
1518008,1518008,primary,+1-964-686-9893x9698,14.407902662329839,22.480725213829658,18.44431393807975
1518834,1518834,primary,469.441.5594x50119,84.14046500421635,89.23322491266113,86.68684495843874
1519004,1519004,primary,9753360511,38.23334538007469,60.668895313817615,49.451120346946155
1519989,1519989,primary,(603)798-8636x53621,8.773039392844236,11.454945187326828,10.113992290085532
1520192,1520192,primary,(690)667-0009x942,74.63709191663655,74.93374292253945,74.785417419588
1520226,1520226,primary,(804)966-4896,76.49530177087098,86.8208649560294,81.65808336345019
1520940,1520940,primary,(205)964-2045x65775,79.25551138417059,80.54451270931213,79.90001204674135
1522550,1522550,primary,853-438-9062x3546,27.662329839778337,7.78068907360559,17.72150945669196
1522893,1522893,primary,+1-226-254-0165x9953,50.65805324659679,0.9531984098301409,25.80562582821347
1523162,1523162,primary,001-962-621-2242x767,22.178050837248524,33.66913624864474,27.923593542946634
1523686,1523686,primary,(725)691-6011x2411,41.82026261896157,55.03854957234068,48.429406095651125
1524457,1524457,primary,+1-886-900-8017,54.33080351764848,43.975123479098905,49.152963498373694
1524871,1524871,primary,001-678-923-1299x570,95.46891940730032,95.03222503312854,95.25057222021442
1525103,1525103,primary,(264)526-1212,88.2438862787616,81.9615106613661,85.10269847006384
1525734,1525734,primary,743.475.3659x68078,72.68702565955908,52.52379231417902,62.60540898686905
1525820,1525820,primary,(748)624-2183x854,40.517708709794,50.078303818817005,45.2980062643055
1526281,1526281,primary,4065445475,83.02312974340441,89.50427659318154,86.26370316829298
1526767,1526767,primary,912-332-7489,2.231658836284785,18.780869774725936,10.506264305505361
1527585,1527585,primary,876.433.4272x038,5.2990603541741965,26.40946873870618,15.854264546440188
1527894,1527894,primary,575-208-0196,99.85543910372245,98.74412721358873,99.29978315865559
1527995,1527995,primary,553-706-9358x824,98.01529936152271,92.64245271654018,95.32887603903144
1528147,1528147,primary,940.601.8167,12.466871461269728,16.120045777617154,14.293458619443442
1528889,1528889,primary,516.752.4445x44608,10.849596434164559,19.871099867485846,15.360348150825203
1529133,1529133,primary,001-317-499-3781x053,5.2990603541741965,26.40946873870618,15.854264546440188
1529432,1529432,primary,+1-878-484-8699,88.67003975424647,80.79147090711962,84.73075533068305
1529620,1529620,primary,001-890-545-7927x14724,83.91308276111312,93.36676304059752,88.63992290085531
1530373,1530373,primary,5195864242,45.52312974340441,1.6654619925310203,23.594295867967716
1530865,1530865,primary,001-372-983-3912,5.2990603541741965,28.36706420913143,16.833062281652815
1531530,1531530,primary,5624932880,12.225936634140465,20.55625828213468,16.391097458137573
1532248,1532248,primary,(210)310-2320,96.08932658715817,97.47470184315142,96.78201421515479
1532315,1532315,primary,001-986-876-6100x898,12.808697747259368,15.998072521382966,14.403385134321166
1533240,1533240,primary,608-214-3561,75.90350560173474,91.28117094325985,83.5923382724973
1533255,1533255,primary,001-438-545-3198x0746,95.46891940730032,95.03222503312854,95.25057222021442
1535369,1535369,primary,746-695-1003x07620,75.16263100831225,80.45416214913865,77.80839657872545
1535940,1535940,primary,396-271-5006x66641,33.79412119021804,3.5432478014697026,18.668684495843873
1536047,1536047,primary,+1-865-641-1340x7851,22.178050837248524,33.66913624864474,27.923593542946634
1536239,1536239,primary,001-697-408-9058x36683,52.958980845681246,47.39489218166486,50.176936513673056
1536528,1536528,primary,(889)399-6269x7083,29.372967112396097,5.699614504276593,17.536290808336346
1536635,1536635,primary,387.991.5059x6257,54.50096373930852,38.883869413323694,46.692416576316106
1537611,1537611,primary,(409)832-0126x5789,22.178050837248524,33.66913624864474,27.923593542946634
1537667,1537667,primary,9417809521,82.11661245633056,90.73605589687989,86.42633417660522
1537881,1537881,primary,485-317-7741x27469,41.82026261896157,55.03854957234068,48.429406095651125
1537917,1537917,primary,488-824-1996,14.407902662329839,22.480725213829658,18.44431393807975
1539196,1539196,primary,622-729-7589x170,5.2990603541741965,26.40946873870618,15.854264546440188
1539408,1539408,primary,421-285-4570x568,47.613239368750754,42.74033249006144,45.176785929406094
1539424,1539424,primary,001-322-857-0900,0.796590772196121,16.86543789904831,8.831014335622216
1539437,1539437,primary,656.940.7232,8.773039392844236,11.454945187326828,10.113992290085532
1539663,1539663,primary,(382)989-5400,90.32044332008192,97.96711239609685,94.14377785808938
1540184,1540184,primary,282.924.7312x61685,22.178050837248524,33.66913624864474,27.923593542946634
1540395,1540395,primary,205-480-1195,50.65805324659679,0.9531984098301409,25.80562582821347
1540568,1540568,primary,411.552.6105x370,14.407902662329839,22.480725213829658,18.44431393807975
1540997,1540997,primary,9076169500,51.892844235634264,65.45295747500302,58.672900855318645
1541602,1541602,primary,001-918-894-8543x298,72.68702565955908,52.52379231417902,62.60540898686905
1542184,1542184,primary,001-689-936-5294,90.79327791832308,78.84893386338996,84.82110589085653
1543145,1543145,primary,001-216-619-8273x48131,45.52312974340441,1.6654619925310203,23.594295867967716
1543397,1543397,primary,902-658-9632x17435,27.662329839778337,7.78068907360559,17.72150945669196
1544016,1544016,primary,535.526.8064x86067,50.65805324659679,0.7649680761354053,25.7115106613661
1544306,1544306,primary,001-644-888-3842x536,8.773039392844236,11.454945187326828,10.113992290085532
1544594,1544594,primary,(280)855-0774,51.99524153716419,40.98753162269606,46.49138657993012
1545007,1545007,primary,(279)255-1562x392,43.08517046139019,54.47988194193471,48.78252620166245
1545073,1545073,primary,+1-355-510-7409,70.31984098301409,74.4850018070112,72.40242139501265
1545160,1545160,primary,411-778-6190,44.93434525960728,44.9584387423202,44.94639200096374
1545414,1545414,primary,376-402-2069x5354,79.38200216841345,78.31887724370557,78.85043970605952
1546158,1546158,primary,2124275950,91.38055655945067,79.28562823756174,85.33309239850621
1546254,1546254,primary,(201)951-5325x94795,10.849596434164559,19.871099867485846,15.360348150825203
1546332,1546332,primary,707-217-3279x8059,2.231658836284785,18.780869774725936,10.506264305505361
1546791,1546791,primary,210.506.4934,66.19082038308638,73.93235754728346,70.06158896518491
1547022,1547022,primary,001-691-304-5203x608,95.23551379351886,89.46211299843392,92.34881339597639
1547027,1547027,primary,484-791-3599,62.810203589928925,56.69798819419347,59.7540958920612
1547107,1547107,primary,(835)995-2056x100,44.892181664859656,47.90236116130587,46.39727141308276
1547148,1547148,primary,001-390-806-9680,8.773039392844236,11.454945187326828,10.113992290085532
1547601,1547601,primary,001-677-640-3784x233,5.2990603541741965,26.40946873870618,15.854264546440188
1547674,1547674,primary,001-453-700-6776,5.2990603541741965,26.40946873870618,15.854264546440188
1548298,1548298,primary,403-625-0173x65426,44.679857848451995,44.68889290446934,44.684375376460665
1548433,1548433,primary,478-542-9029,59.93253824840381,67.37441272135887,63.65347548488134
1548893,1548893,primary,845.211.0090,39.42296108902542,57.68582098542344,48.554391037224434
1548978,1548978,primary,(330)888-6843x021,87.65209010962535,85.79990362606915,86.72599686784724
1549352,1549352,primary,(973)729-0457x5988,27.662329839778337,7.78068907360559,17.72150945669196
1549396,1549396,primary,001-821-229-9642,74.52264787375015,74.91868449584388,74.72066618479701
1549405,1549405,primary,436.320.2755,44.16184797012408,46.87236477532827,45.517106372726175
1549426,1549426,primary,577-209-2071x152,65.42434646428141,64.78436332971931,65.10435489700036
1549596,1549596,primary,(336)921-9215,63.82212986387182,39.49072400915553,51.656426936513675
1549922,1549922,primary,001-705-391-6118x6385,56.149861462474405,43.47367787013613,49.81176966630527
1550495,1550495,primary,001-795-597-7216x8800,41.318817009998796,55.660462594868086,48.489639802433445
1550598,1550598,primary,689.731.8692x8972,76.83712805686062,83.32128659197687,80.07920732441875
1551063,1551063,primary,601-482-2720x0283,47.958077340079505,49.40820383086375,48.68314058547163
1551213,1551213,primary,+1-332-320-4144x7432,19.21906999156728,9.65245151186604,14.43576075171666
1551870,1551870,primary,(559)493-0202x03042,22.178050837248524,33.66913624864474,27.923593542946634
1553108,1553108,primary,(277)452-1353,46.94464522346705,43.908866401638356,45.4267558125527
1553436,1553436,primary,916.950.6463x00593,15.663775448741116,13.355318636308876,14.509547042524996
1553818,1553818,primary,356.891.9832x102,81.89675942657512,87.33285146367908,84.6148054451271
1554193,1554193,primary,+1-517-646-9029x83104,67.38194193470666,60.4656065534273,63.923774244066976
1554774,1554774,primary,396-862-2913,5.2990603541741965,28.36706420913143,16.833062281652815
1554831,1554831,primary,508.805.6856x6706,68.72967112396097,69.0142753885074,68.87197325623418
1554871,1554871,primary,(619)686-5504,5.2990603541741965,26.40946873870618,15.854264546440188
1554949,1554949,primary,207-666-3493x3965,77.33556198048429,90.02680399951814,83.68118299000122
1555069,1555069,primary,+1-696-427-3226x2611,63.76340199975906,66.0040958920612,64.88374894591013
1555571,1555571,primary,236-925-8542x188,5.2990603541741965,26.40946873870618,15.854264546440188
1556265,1556265,primary,+1-691-596-2341x996,81.47813516443802,86.85399349475966,84.16606432959884
1556905,1556905,primary,285.732.4725,78.23153836887123,87.75298156848572,82.99225996867847
1557736,1557736,primary,+1-333-734-3031,60.47915913745332,67.24189856643777,63.860528851945546
1558383,1558383,primary,+1-987-860-5457x69475,32.29580773400795,37.981869654258524,35.13883869413324
1558386,1558386,primary,001-945-635-3659,15.663775448741116,13.355318636308876,14.509547042524996
1558549,1558549,primary,(669)786-1634x2125,75.92759908444766,68.10022888808577,72.01391398626672
1559172,1559172,primary,7804959481,5.2990603541741965,26.40946873870618,15.854264546440188
1559274,1559274,primary,001-269-925-5966x47213,51.36429345861945,45.346946151066135,48.35561980484279
1560167,1560167,primary,623-559-1426x140,0.796590772196121,17.45422238284544,9.125406577520781
1560197,1560197,primary,926.814.5430,29.372967112396097,5.699614504276593,17.536290808336346
1560494,1560494,primary,773.410.0817,0.796590772196121,16.86543789904831,8.831014335622216
1560581,1560581,primary,(711)458-7184,52.249728948319486,39.657872545476444,45.95380074689797
1561002,1561002,primary,954.226.8744,5.2990603541741965,26.40946873870618,15.854264546440188
1561174,1561174,primary,573-920-8652,94.93735694494639,99.55125888447175,97.24430791470907
1561468,1561468,primary,372.696.6563x370,61.27273822431032,71.05469220575834,66.16371521503433
1561805,1561805,primary,7052278105,91.91362486447416,92.3021322732201,92.10787856884713
1561929,1561929,primary,7029722142,72.68702565955908,52.52379231417902,62.60540898686905
1562108,1562108,primary,+1-931-460-9439x13681,55.26743765811348,48.17491868449584,51.72117817130466
1562155,1562155,primary,8314369552,65.39874713889893,78.13968196602818,71.76921455246355
1562382,1562382,primary,001-509-429-7352x5953,55.03553788700156,43.12281652812914,49.07917720756535
1562422,1562422,primary,(427)239-3899,36.631128779665104,2.0690278279725334,19.35007830381882
1563609,1563609,primary,257-935-3236x6185,49.56932899650644,64.5630044572943,57.06616672690037
1564508,1564508,primary,(410)587-0826x9718,5.2990603541741965,26.40946873870618,15.854264546440188
1564937,1564937,primary,(401)307-1261x5838,62.44729550656547,63.38091796169137,62.91410673412842
1565435,1565435,primary,564.584.6735x7422,77.15335501746777,92.40151788941091,84.77743645343935
1565482,1565482,primary,001-422-428-0194x425,65.72852668353211,73.71099867485846,69.71976267919528
1565736,1565736,primary,(756)206-2953,62.40212022647874,0.015058426695578848,31.208589326587163
1566371,1566371,primary,(537)231-1804x6741,92.17262980363812,89.66389591615467,90.9182628598964
1566861,1566861,primary,453.884.1852x0136,37.81321527526804,58.50499939766293,48.15910733646548
1567623,1567623,primary,+1-208-746-3975x61547,64.25430671003494,72.74424768100229,68.49927719551862
1567961,1567961,primary,749-812-1516x41195,85.34513913986267,80.81255270449344,83.07884592217806
